start_time,start_station,start_lat,start_lon,start_station_lat,start_station_lon,end_station,end_lat,end_lon,end_station_lat,end_station_lon,direction
390,장기,37.6434813242085,126.6691644980504,37.6439751,126.6690695,구래,37.64617461120692,126.62891948739636,37.6453153,126.628743,2
390,장기,37.6444092310392,126.66942798417328,37.6439751,126.6690695,구래,37.645058080179574,126.62967972530326,37.6453153,126.628743,2
390,장기,37.64376614231642,126.66867648982918,37.6439751,126.6690695,구래,37.644956049735875,126.62821982819595,37.6453153,126.628743,2
390,장기,37.644825681742546,126.668825497098,37.6439751,126.6690695,구래,37.64491624402297,126.62896919111718,37.6453153,126.628743,2
390,장기,37.644065721665534,126.66910558505856,37.6439751,126.6690695,구래,37.64528907591913,126.62867918966822,37.6453153,126.628743,2
391,장기,37.644545707988684,126.6696030048541,37.6439751,126.6690695,구래,37.64536382110626,126.62771762051129,37.6453153,126.628743,2
391,장기,37.64468732955045,126.66929980633564,37.6439751,126.6690695,구래,37.64549814102813,126.6279614445034,37.6453153,126.628743,2
391,장기,37.644222615878355,126.66906355963008,37.6439751,126.6690695,구래,37.64616715323783,126.62843470808323,37.6453153,126.628743,2
391,장기,37.643773392472035,126.668577828722,37.6439751,126.6690695,구래,37.64601697395396,126.62858500559118,37.6453153,126.628743,2
391,장기,37.64418568975471,126.66831006061656,37.6439751,126.6690695,구래,37.644993792188615,126.62821552655517,37.6453153,126.628743,2
392,장기,37.64444765336973,126.66932051110781,37.6439751,126.6690695,구래,37.64562656501768,126.6285234284019,37.6453153,126.628743,2
392,장기,37.64394990400677,126.66806538035918,37.6439751,126.6690695,구래,37.644575862121876,126.62863794446653,37.6453153,126.628743,2
392,장기,37.64429451087942,126.66845518738398,37.6439751,126.6690695,구래,37.644993034895336,126.62954955421075,37.6453153,126.628743,2
392,장기,37.64328014449953,126.66941851672011,37.6439751,126.6690695,구래,37.64466475915994,126.62848010646441,37.6453153,126.628743,2
392,장기,37.64437675848485,126.66891532921308,37.6439751,126.6690695,구래,37.645517804584536,126.62814888429843,37.6453153,126.628743,2
393,장기,37.644259270033054,126.6680553582281,37.6439751,126.6690695,구래,37.6453762084451,126.62924142068044,37.6453153,126.628743,2
393,장기,37.64365070626961,126.66851430871246,37.6439751,126.6690695,구래,37.64615032689376,126.62879665889349,37.6453153,126.628743,2
393,장기,37.64315035195217,126.66880489295417,37.6439751,126.6690695,구래,37.645291983808434,126.6283999107253,37.6453153,126.628743,2
393,장기,37.643744365302005,126.66991879801319,37.6439751,126.6690695,구래,37.64503119614594,126.6279201216862,37.6453153,126.628743,2
393,장기,37.644177469505756,126.66852745234156,37.6439751,126.6690695,구래,37.64542711759642,126.6278561813255,37.6453153,126.628743,2
394,장기,37.64403404777753,126.66840518243501,37.6439751,126.6690695,구래,37.64563404355634,126.62879975847781,37.6453153,126.628743,2
394,장기,37.64405772864589,126.67000348936661,37.6439751,126.6690695,구래,37.64569427347899,126.62786273983122,37.6453153,126.628743,2
394,장기,37.64401435040853,126.66881983581449,37.6439751,126.6690695,구래,37.64563188376794,126.62881892780086,37.6453153,126.628743,2
394,장기,37.64468478786083,126.66846830300493,37.6439751,126.6690695,구래,37.64556177324341,126.62975517105815,37.6453153,126.628743,2
394,장기,37.64438036492593,126.66934779062119,37.6439751,126.6690695,구래,37.6456448420259,126.62952830492517,37.6453153,126.628743,2
395,장기,37.644268224761696,126.669302315411,37.6439751,126.6690695,구래,37.645827367933954,126.62837118889851,37.6453153,126.628743,2
395,장기,37.6433699821691,126.66852703553728,37.6439751,126.6690695,구래,37.64508955622884,126.62981936757468,37.6453153,126.628743,2
395,장기,37.64309960812749,126.66883149491063,37.6439751,126.6690695,구래,37.644683172388795,126.62898192917217,37.6453153,126.628743,2
395,장기,37.643144270896435,126.66873485363249,37.6439751,126.6690695,구래,37.64555762442446,126.62978494928309,37.6453153,126.628743,2
395,장기,37.644750444702055,126.66915647399097,37.6439751,126.6690695,구래,37.644963315446844,126.62921730015447,37.6453153,126.628743,2
396,장기,37.644046023099975,126.67005776509406,37.6439751,126.6690695,구래,37.6450991395534,126.62791400417426,37.6453153,126.628743,2
396,장기,37.6444067279874,126.66996389737463,37.6439751,126.6690695,구래,37.645950710861406,126.62934162005011,37.6453153,126.628743,2
396,장기,37.643604827641376,126.66839327688236,37.6439751,126.6690695,구래,37.64511141876179,126.62888464354612,37.6453153,126.628743,2
396,장기,37.64459832541882,126.66855154440184,37.6439751,126.6690695,구래,37.64553616286807,126.62967191121633,37.6453153,126.628743,2
396,장기,37.64325555435201,126.6686581348449,37.6439751,126.6690695,구래,37.64592959496019,126.62872248192983,37.6453153,126.628743,2
397,장기,37.64474485170441,126.66916148477729,37.6439751,126.6690695,구래,37.64578118394699,126.62861186237123,37.6453153,126.628743,2
397,장기,37.6440407127334,126.66983270879649,37.6439751,126.6690695,구래,37.64480331626215,126.62862088263212,37.6453153,126.628743,2
397,장기,37.643694233315365,126.66900124362732,37.6439751,126.6690695,구래,37.645630389769806,126.62876956891074,37.6453153,126.628743,2
397,장기,37.64407495378963,126.66991141353316,37.6439751,126.6690695,구래,37.64514964758997,126.62890939586511,37.6453153,126.628743,2
397,장기,37.643493516769205,126.66864424406023,37.6439751,126.6690695,구래,37.645137299147,126.62800189965449,37.6453153,126.628743,2
398,장기,37.64455981735014,126.6697519740171,37.6439751,126.6690695,구래,37.64514453638028,126.6285035593367,37.6453153,126.628743,2
398,장기,37.6448349553517,126.66910105898964,37.6439751,126.6690695,구래,37.6456521972973,126.62852756066825,37.6453153,126.628743,2
398,장기,37.64472254698625,126.6689280797555,37.6439751,126.6690695,구래,37.645406523896554,126.62834302224626,37.6453153,126.628743,2
398,장기,37.6441699571797,126.6682474736997,37.6439751,126.6690695,구래,37.644768125230186,126.62801275238195,37.6453153,126.628743,2
398,장기,37.643243640785904,126.66956674194371,37.6439751,126.6690695,구래,37.645079619072504,126.6287704195093,37.6453153,126.628743,2
