bus_type,start_time,start_station,start_lat,start_lon,start_station_lat,start_station_lon,end_station,end_lat,end_lon,end_station_lat,end_station_lon,direction
70,390,걸포마루공원,37.633172846150636,126.70264247881813,37.632597,126.7035,걸포북변역.국민연금공단,37.6317775455201,126.70629562479262,37.631468,126.705672,1
70,391,걸포마루공원,37.632668821619966,126.7025100977482,37.632597,126.7035,걸포북변역.국민연금공단,37.631903385331064,126.7065734267487,37.631468,126.705672,1
70,393,걸포마루공원,37.63294206204357,126.70425550239729,37.632597,126.7035,걸포북변역.국민연금공단,37.63215209799935,126.7054127686893,37.631468,126.705672,1
70,395,걸포마루공원,37.632929960137936,126.70402429673844,37.632597,126.7035,걸포북변역.국민연금공단,37.63105200684059,126.70647429722787,37.631468,126.705672,1
70,397,걸포마루공원,37.6328476427982,126.70450586739263,37.632597,126.7035,걸포북변역.국민연금공단,37.632064492691796,126.70546074841754,37.631468,126.705672,1
70,399,걸포마루공원,37.63285893058483,126.70367954887888,37.632597,126.7035,걸포북변역.국민연금공단,37.63128104025929,126.70551648915517,37.631468,126.705672,1
70,401,걸포마루공원,37.63269627724855,126.70256516371312,37.632597,126.7035,걸포북변역.국민연금공단,37.63068432550213,126.7059230870848,37.631468,126.705672,1
70,402,걸포마루공원,37.631757693795144,126.70317384272212,37.632597,126.7035,걸포북변역.국민연금공단,37.6311753955108,126.70621994084581,37.631468,126.705672,1
70,404,걸포마루공원,37.6334473629315,126.70343056047768,37.632597,126.7035,걸포북변역.국민연금공단,37.63170092546376,126.70657460915209,37.631468,126.705672,1
70,406,걸포마루공원,37.63268241746675,126.70332637946957,37.632597,126.7035,걸포북변역.국민연금공단,37.6313960511446,126.70589882624684,37.631468,126.705672,1
70,408,걸포마루공원,37.63230824337819,126.70325795495387,37.632597,126.7035,걸포북변역.국민연금공단,37.631671371382225,126.70665274825636,37.631468,126.705672,1
70,410,걸포마루공원,37.632259722743115,126.70262601301711,37.632597,126.7035,걸포북변역.국민연금공단,37.63182065567073,126.70533323354516,37.631468,126.705672,1
70,412,걸포마루공원,37.632651479765734,126.70345652446707,37.632597,126.7035,걸포북변역.국민연금공단,37.631050207253445,126.70592844913493,37.631468,126.705672,1
70,413,걸포마루공원,37.632017587946535,126.70382250811096,37.632597,126.7035,걸포북변역.국민연금공단,37.6309083872024,126.70643623717328,37.631468,126.705672,1
70,415,걸포마루공원,37.632034601753624,126.70307444285969,37.632597,126.7035,걸포북변역.국민연금공단,37.631545954021185,126.70557861675309,37.631468,126.705672,1
70,417,걸포마루공원,37.63179784342934,126.7030035316059,37.632597,126.7035,걸포북변역.국민연금공단,37.63163129286638,126.70659297068393,37.631468,126.705672,1
70,419,걸포마루공원,37.63296356352975,126.70259929534832,37.632597,126.7035,걸포북변역.국민연금공단,37.63104001725118,126.70525668177798,37.631468,126.705672,1
70,421,걸포마루공원,37.63318714128122,126.70276414191687,37.632597,126.7035,걸포북변역.국민연금공단,37.631472901551625,126.70481393768176,37.631468,126.705672,1
70,423,걸포마루공원,37.6330510177417,126.70268023595386,37.632597,126.7035,걸포북변역.국민연금공단,37.63168184017014,126.70675393207954,37.631468,126.705672,1
70,424,걸포마루공원,37.63315312826411,126.7026768030601,37.632597,126.7035,걸포북변역.국민연금공단,37.63078375586284,126.70521581912675,37.631468,126.705672,1
70,426,걸포마루공원,37.633090070091384,126.70356140688463,37.632597,126.7035,걸포북변역.국민연금공단,37.63181963462643,126.70660775867849,37.631468,126.705672,1
70,428,걸포마루공원,37.63304351360535,126.70357193636985,37.632597,126.7035,걸포북변역.국민연금공단,37.631057526308794,126.70554698599258,37.631468,126.705672,1
70,430,걸포마루공원,37.63270847738483,126.70441200696669,37.632597,126.7035,걸포북변역.국민연금공단,37.63158404253855,126.70468738670243,37.631468,126.705672,1
70,432,걸포마루공원,37.63201286740074,126.703089735327,37.632597,126.7035,걸포북변역.국민연금공단,37.63130058771809,126.70677079669811,37.631468,126.705672,1
70,434,걸포마루공원,37.632281928494514,126.70258655095176,37.632597,126.7035,걸포북변역.국민연금공단,37.631292527748805,126.70492967172022,37.631468,126.705672,1
70,435,걸포마루공원,37.63296105387656,126.70433703903281,37.632597,126.7035,걸포북변역.국민연금공단,37.63186342262664,126.70485798552411,37.631468,126.705672,1
70,437,걸포마루공원,37.632124411718145,126.70440106768088,37.632597,126.7035,걸포북변역.국민연금공단,37.63153159367064,126.70632184328551,37.631468,126.705672,1
70,439,걸포마루공원,37.632635109073554,126.7032483523153,37.632597,126.7035,걸포북변역.국민연금공단,37.63156676339154,126.70664819008523,37.631468,126.705672,1
70,441,걸포마루공원,37.63223469457259,126.7028163660245,37.632597,126.7035,걸포북변역.국민연금공단,37.63115964999443,126.70570484904425,37.631468,126.705672,1
70,443,걸포마루공원,37.63288953348734,126.70452711473884,37.632597,126.7035,걸포북변역.국민연금공단,37.63178650184603,126.70461370438213,37.631468,126.705672,1
70,445,걸포마루공원,37.632946578696654,126.70261746306407,37.632597,126.7035,걸포북변역.국민연금공단,37.63219615255436,126.70615549535736,37.631468,126.705672,1
70,446,걸포마루공원,37.63312053403517,126.7033156007323,37.632597,126.7035,걸포북변역.국민연금공단,37.63152619302075,126.7049819726696,37.631468,126.705672,1
70,448,걸포마루공원,37.6324510555966,126.7025594625632,37.632597,126.7035,걸포북변역.국민연금공단,37.630992104302784,126.70596003273279,37.631468,126.705672,1
70,450,걸포마루공원,37.63284972708769,126.70270530383651,37.632597,126.7035,걸포북변역.국민연금공단,37.63081763202716,126.70501943176116,37.631468,126.705672,1
70,452,걸포마루공원,37.63226980861171,126.70283741767379,37.632597,126.7035,걸포북변역.국민연금공단,37.630928560121184,126.7049784749603,37.631468,126.705672,1
70,454,걸포마루공원,37.632972235735544,126.70345640178122,37.632597,126.7035,걸포북변역.국민연금공단,37.63135275860188,126.7058192133624,37.631468,126.705672,1
70,456,걸포마루공원,37.63279784665711,126.702473297736,37.632597,126.7035,걸포북변역.국민연금공단,37.63178028144618,126.7061865069501,37.631468,126.705672,1
70,457,걸포마루공원,37.63304561218497,126.70269199780559,37.632597,126.7035,걸포북변역.국민연금공단,37.63113205039612,126.70611970509292,37.631468,126.705672,1
70,459,걸포마루공원,37.632792392599654,126.70416922375539,37.632597,126.7035,걸포북변역.국민연금공단,37.63095427872779,126.70637625500044,37.631468,126.705672,1
70,461,걸포마루공원,37.63233160589587,126.70382168515974,37.632597,126.7035,걸포북변역.국민연금공단,37.63069555568513,126.70526740209904,37.631468,126.705672,1
70,463,걸포마루공원,37.63320689545835,126.70280698846983,37.632597,126.7035,걸포북변역.국민연금공단,37.63153192467372,126.70495273253847,37.631468,126.705672,1
70,465,걸포마루공원,37.63243230208657,126.70374529048193,37.632597,126.7035,걸포북변역.국민연금공단,37.631823537866296,126.70540375850754,37.631468,126.705672,1
70,467,걸포마루공원,37.63192703704414,126.70326877173922,37.632597,126.7035,걸포북변역.국민연금공단,37.63137193283599,126.70512088626455,37.631468,126.705672,1
70,468,걸포마루공원,37.63212381012468,126.70258943289521,37.632597,126.7035,걸포북변역.국민연금공단,37.63221371271853,126.70622086472335,37.631468,126.705672,1
70,470,걸포마루공원,37.632125445801535,126.70418217421047,37.632597,126.7035,걸포북변역.국민연금공단,37.631303607424364,126.70584315164089,37.631468,126.705672,1
70,472,걸포마루공원,37.63287759771657,126.70447027895962,37.632597,126.7035,걸포북변역.국민연금공단,37.63131596902955,126.70580379406378,37.631468,126.705672,1
70,474,걸포마루공원,37.63223894311292,126.70317598057106,37.632597,126.7035,걸포북변역.국민연금공단,37.630728254614354,126.70520943048105,37.631468,126.705672,1
70,476,걸포마루공원,37.63233888364934,126.70259421350067,37.632597,126.7035,걸포북변역.국민연금공단,37.63196229904112,126.70530515739581,37.631468,126.705672,1
70,478,걸포마루공원,37.631815147750295,126.70294577408299,37.632597,126.7035,걸포북변역.국민연금공단,37.63084705099491,126.70561401300701,37.631468,126.705672,1
70,480,걸포마루공원,37.63277769937054,126.70377232714334,37.632597,126.7035,걸포북변역.국민연금공단,37.631558136337965,126.70658331204251,37.631468,126.705672,1
70,390,걸포마루공원,37.63224154878063,126.70446849334928,37.632597,126.7035,풍무역,37.61245305611618,126.73364531861827,37.612075,126.732771,1
70,393,걸포마루공원,37.63260995003339,126.70395232391283,37.632597,126.7035,풍무역,37.61163991275246,126.73354721808286,37.612075,126.732771,1
70,396,걸포마루공원,37.63183729891338,126.70322968925274,37.632597,126.7035,풍무역,37.61186219086493,126.73186843943505,37.612075,126.732771,1
70,399,걸포마루공원,37.632940443076045,126.70448057013199,37.632597,126.7035,풍무역,37.61267227868506,126.73199503551184,37.612075,126.732771,1
70,402,걸포마루공원,37.63199151801145,126.70396557249184,37.632597,126.7035,풍무역,37.6123783737506,126.73252792920857,37.612075,126.732771,1
70,406,걸포마루공원,37.631732004062016,126.7036103978209,37.632597,126.7035,풍무역,37.61252707698439,126.73271452652385,37.612075,126.732771,1
70,409,걸포마루공원,37.633000076798076,126.70437941740893,37.632597,126.7035,풍무역,37.61274311917574,126.73286271946026,37.612075,126.732771,1
70,412,걸포마루공원,37.633035576480374,126.70406387432013,37.632597,126.7035,풍무역,37.61184717347294,126.73297371482442,37.612075,126.732771,1
70,415,걸포마루공원,37.63263023646953,126.70237351326855,37.632597,126.7035,풍무역,37.61192891982225,126.73318645796286,37.612075,126.732771,1
70,418,걸포마루공원,37.63307418614814,126.70317130693769,37.632597,126.7035,풍무역,37.611854882315114,126.73282166973843,37.612075,126.732771,1
70,422,걸포마루공원,37.63303827563498,126.7040381350989,37.632597,126.7035,풍무역,37.61193597367822,126.7336045610327,37.612075,126.732771,1
70,425,걸포마루공원,37.63296370577104,126.70388475315255,37.632597,126.7035,풍무역,37.611974725836205,126.73279774441991,37.612075,126.732771,1
70,428,걸포마루공원,37.63267977121829,126.70294060801031,37.632597,126.7035,풍무역,37.61230424357271,126.7320224773162,37.612075,126.732771,1
70,431,걸포마루공원,37.63298984140198,126.703181200779,37.632597,126.7035,풍무역,37.61124503196097,126.73293628965392,37.612075,126.732771,1
70,435,걸포마루공원,37.632404242077044,126.70242632370103,37.632597,126.7035,풍무역,37.61228648321282,126.73171880644958,37.612075,126.732771,1
70,438,걸포마루공원,37.63219902887644,126.70437325445383,37.632597,126.7035,풍무역,37.611710368256716,126.73287629989932,37.612075,126.732771,1
70,441,걸포마루공원,37.63301472025677,126.70418199265605,37.632597,126.7035,풍무역,37.61119746253784,126.73284860541139,37.612075,126.732771,1
70,444,걸포마루공원,37.63240118035662,126.70415740832736,37.632597,126.7035,풍무역,37.61292803420443,126.7330315016529,37.612075,126.732771,1
70,447,걸포마루공원,37.63304010999987,126.70351923922168,37.632597,126.7035,풍무역,37.61240257558881,126.73311627971769,37.612075,126.732771,1
70,451,걸포마루공원,37.632887628630755,126.70272418618443,37.632597,126.7035,풍무역,37.612337428887635,126.73290759460548,37.612075,126.732771,1
70,454,걸포마루공원,37.63279157566471,126.70292051776528,37.632597,126.7035,풍무역,37.611908961502564,126.73311886180629,37.612075,126.732771,1
70,457,걸포마루공원,37.63307644421926,126.70286133943169,37.632597,126.7035,풍무역,37.611719641795204,126.73238322603262,37.612075,126.732771,1
70,460,걸포마루공원,37.632559724678025,126.7024077315559,37.632597,126.7035,풍무역,37.61205257796113,126.73342952405915,37.612075,126.732771,1
70,463,걸포마루공원,37.63299649742145,126.70373227890022,37.632597,126.7035,풍무역,37.612777476681124,126.73322801820042,37.612075,126.732771,1
70,467,걸포마루공원,37.632419093673576,126.70322867490088,37.632597,126.7035,풍무역,37.611851029575575,126.7321608488084,37.612075,126.732771,1
70,470,걸포마루공원,37.63244556823121,126.70306761712519,37.632597,126.7035,풍무역,37.6126267468394,126.73304629855888,37.612075,126.732771,1
70,473,걸포마루공원,37.63254465176431,126.70374688547118,37.632597,126.7035,풍무역,37.612264702190096,126.73333431838222,37.612075,126.732771,1
70,476,걸포마루공원,37.632954839750525,126.70352384590825,37.632597,126.7035,풍무역,37.6117970897463,126.73171838833333,37.612075,126.732771,1
70,480,걸포마루공원,37.63303819872895,126.70356927009203,37.632597,126.7035,풍무역,37.612716724885146,126.7326447246297,37.612075,126.732771,1
70,390,걸포마루공원,37.63340916206732,126.70372449210447,37.632597,126.7035,고촌역,37.600751824186396,126.77167106328966,37.6004,126.770752,1
70,392,걸포마루공원,37.633168964215976,126.70411482789518,37.632597,126.7035,고촌역,37.60016174167507,126.77100169576018,37.6004,126.770752,1
70,394,걸포마루공원,37.63223412763934,126.7032860872468,37.632597,126.7035,고촌역,37.60003623677364,126.76988280461188,37.6004,126.770752,1
70,397,걸포마루공원,37.63312379334296,126.70314873576922,37.632597,126.7035,고촌역,37.600128369051845,126.77065681304286,37.6004,126.770752,1
70,399,걸포마루공원,37.63296523350916,126.70388654350728,37.632597,126.7035,고촌역,37.6002879999021,126.76963732682255,37.6004,126.770752,1
70,401,걸포마루공원,37.631881554012764,126.70375098068507,37.632597,126.7035,고촌역,37.601035497819225,126.77040775611822,37.6004,126.770752,1
70,404,걸포마루공원,37.63254343701073,126.70358704305922,37.632597,126.7035,고촌역,37.60120393979168,126.77068617242249,37.6004,126.770752,1
70,406,걸포마루공원,37.6326364805138,126.7036630200883,37.632597,126.7035,고촌역,37.60100346136688,126.77143537133648,37.6004,126.770752,1
70,408,걸포마루공원,37.63243884387672,126.70329020081725,37.632597,126.7035,고촌역,37.60096369708785,126.77151596229929,37.6004,126.770752,1
70,411,걸포마루공원,37.632252581055724,126.70411143895029,37.632597,126.7035,고촌역,37.60036091785768,126.77036456506424,37.6004,126.770752,1
70,413,걸포마루공원,37.63307375645576,126.70287353808872,37.632597,126.7035,고촌역,37.600793321221516,126.77033845988849,37.6004,126.770752,1
70,416,걸포마루공원,37.6329641276117,126.70266610623285,37.632597,126.7035,고촌역,37.60119112102718,126.77027479195675,37.6004,126.770752,1
