start_time,start_station,start_lat,start_lon,start_station_lat,start_station_lon,end_station,end_lat,end_lon,end_station_lat,end_station_lon,direction
390,장기,37.64467600093115,126.66899479412335,37.6439751,126.6690695,구래,37.645650231669734,126.62941643454602,37.6453153,126.628743,2
390,장기,37.643344109897676,126.66840607927597,37.6439751,126.6690695,구래,37.64535583510519,126.62783805364624,37.6453153,126.628743,2
390,장기,37.644165107551025,126.6680792096188,37.6439751,126.6690695,구래,37.645332250755466,126.62881780742887,37.6453153,126.628743,2
390,장기,37.64458124774763,126.66985480244607,37.6439751,126.6690695,구래,37.6456657703747,126.62976777198634,37.6453153,126.628743,2
390,장기,37.644223840414234,126.67005240903767,37.6439751,126.6690695,구래,37.64581186279749,126.62877144462183,37.6453153,126.628743,2
390,장기,37.64362042899832,126.66840529335332,37.6439751,126.6690695,구래,37.64595142813814,126.62922740457041,37.6453153,126.628743,2
391,장기,37.643780684298086,126.66813470481965,37.6439751,126.6690695,구래,37.645010681517405,126.62875752091561,37.6453153,126.628743,2
391,장기,37.643339803656794,126.6693553807422,37.6439751,126.6690695,구래,37.64513234340884,126.62929175125804,37.6453153,126.628743,2
391,장기,37.64364741046346,126.6697775581067,37.6439751,126.6690695,구래,37.645784141066926,126.62872497945135,37.6453153,126.628743,2
391,장기,37.64406359532349,126.66867222491899,37.6439751,126.6690695,구래,37.64472854386613,126.62831129305046,37.6453153,126.628743,2
391,장기,37.64486002212026,126.66908462276649,37.6439751,126.6690695,구래,37.64538389058446,126.6294159639827,37.6453153,126.628743,2
391,장기,37.64477439549666,126.66859676681008,37.6439751,126.6690695,구래,37.646007547766914,126.62829694916292,37.6453153,126.628743,2
392,장기,37.644139928833205,126.66946680503582,37.6439751,126.6690695,구래,37.64596252905829,126.62804405371367,37.6453153,126.628743,2
392,장기,37.64446179644694,126.66914986637244,37.6439751,126.6690695,구래,37.645475452669416,126.62799008842295,37.6453153,126.628743,2
392,장기,37.64360929109727,126.66895719466164,37.6439751,126.6690695,구래,37.64459944982802,126.62895087322958,37.6453153,126.628743,2
392,장기,37.64331146555883,126.66885265237401,37.6439751,126.6690695,구래,37.64500707306072,126.62874952440563,37.6453153,126.628743,2
392,장기,37.64309800011301,126.66908964805504,37.6439751,126.6690695,구래,37.64526937364481,126.628734337344,37.6453153,126.628743,2
392,장기,37.64390817298464,126.66943983575294,37.6439751,126.6690695,구래,37.644729077184515,126.62878097300525,37.6453153,126.628743,2
393,장기,37.64429692838547,126.6689337090452,37.6439751,126.6690695,구래,37.64551600199131,126.62770675182219,37.6453153,126.628743,2
